Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Average Salary,Compant Text,Job State,Company Age
Data Analyst with Security Clearance,$40K-$74K (Glassdoor est.),3.6,"Accenture Federal Services
3.6","Charlotte, NC","Fairfax, VA",1001 to 5000 employees,1975,Subsidiary or Business Segment,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,57.0,Accenture Federal Services, NC,47
"Data Analyst, Data Activation",$40K-$74K (Glassdoor est.),3.3,"Lowe's
3.3","Mooresville, NC","Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),"The Home Depot, Amazon, Walmart",-1,57.0,Lowe's, NC,76
QA Analyst with MongoDB / Big Data,$40K-$74K (Glassdoor est.),3.8,"PruTech Solutions, Inc.
3.8","Charlotte, NC","Iselin, NJ",201 to 500 employees,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1,57.0,"PruTech Solutions, Inc.", NC,24
"Sr. Analyst, Product Content Data Quality",$40K-$74K (Glassdoor est.),3.3,"Lowe's
3.3","Mooresville, NC","Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),"The Home Depot, Amazon, Walmart",-1,57.0,Lowe's, NC,76
Data Visualization Analyst,$57K-$104K (Glassdoor est.),4.0,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,-1,80.5,Autodesk, CA,40
Digital Marketing & ECommerce Data Analyst,$57K-$104K (Glassdoor est.),3.6,"Vionic Group
3.6","San Rafael, CA","San Rafael, CA",51 to 200 employees,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),-1,-1,80.5,Vionic Group, CA,16
Senior Data Analyst,$57K-$104K (Glassdoor est.),3.9,"Life360
3.9","San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1,True,80.5,Life360, CA,14
Data Analyst,$57K-$104K (Glassdoor est.),3.0,"NCSOFT
3.0","San Mateo, CA","Seoul, South Korea",1001 to 5000 employees,1997,Company - Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts",True,80.5,NCSOFT, CA,25
Senior Data Analyst,$57K-$104K (Glassdoor est.),4.0,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,-1,80.5,Autodesk, CA,40
Data Analyst,$57K-$104K (Glassdoor est.),5.0,"LaunchDarkly
5.0","Oakland, CA","Oakland, CA",51 to 200 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,80.5,LaunchDarkly, CA,8
Data Analyst,$57K-$104K (Glassdoor est.),3.8,"Edmodo
3.8","San Mateo, CA","San Mateo, CA",51 to 200 employees,2008,Company - Private,Education Training Services,Education,$5 to $10 million (USD),-1,-1,80.5,Edmodo, CA,14
Data Analyst,$57K-$104K (Glassdoor est.),4.6,"Doximity
4.6","San Francisco, CA","San Francisco, CA",201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,LinkedIn,-1,80.5,Doximity, CA,11
Sr. Data Analyst (Marketing Department),$57K-$104K (Glassdoor est.),3.5,"Freedom Financial Network
3.5","San Mateo, CA","San Mateo, CA",1001 to 5000 employees,2002,Company - Private,Investment Banking & Asset Management,Finance,$500 million to $1 billion (USD),-1,-1,80.5,Freedom Financial Network, CA,20
Immediate Need For Data Analyst,$57K-$104K (Glassdoor est.),3.3,"AppleOne
3.3","San Francisco, CA","Glendale, CA",1001 to 5000 employees,1964,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),"Kelly, Manpower",-1,80.5,AppleOne, CA,58
"Senior Analyst, Data & Analytics",$57K-$104K (Glassdoor est.),4.1,"PubNub
4.1","San Francisco, CA","San Francisco, CA",51 to 200 employees,2011,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"Pusher, Firebase",True,80.5,PubNub, CA,11
Data Analyst/Engineer,$57K-$104K (Glassdoor est.),4.1,"SigmaWay
4.1","San Francisco, CA","New Delhi, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,80.5,SigmaWay, CA,-1
Mid-Level Data Analyst,$57K-$104K (Glassdoor est.),4.8,"Giving Assistant
4.8","San Francisco, CA","San Francisco, CA",1 to 50 employees,2014,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),-1,-1,80.5,Giving Assistant, CA,8
Data Analyst,$57K-$104K (Glassdoor est.),3.7,"nWay
3.7","San Francisco, CA","San Francisco, CA",1 to 50 employees,2011,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1,80.5,nWay, CA,11
Healthcare Data Analyst,$57K-$104K (Glassdoor est.),3.6,"Perficient
3.6","San Francisco, CA","Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),-1,-1,80.5,Perficient, CA,24
Data Analyst,$57K-$104K (Glassdoor est.),3.6,"Mindstrong
3.6","San Francisco, CA","Mountain View, CA",51 to 200 employees,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,80.5,Mindstrong, CA,8
Product Data Analyst,$57K-$104K (Glassdoor est.),3.9,"LiveCareer
3.9","San Francisco, CA","Guaynabo, PR",501 to 1000 employees,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,80.5,LiveCareer, CA,17
Data Analyst,$57K-$104K (Glassdoor est.),3.8,"Mondo
3.8","San Francisco, CA","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,80.5,Mondo, CA,22
Data Analyst,$57K-$104K (Glassdoor est.),4.0,"Spin
4.0","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1,80.5,Spin, CA,6
Temporary Part Time Data Analyst (Remote - North & South America),$57K-$104K (Glassdoor est.),5.0,"Elevate Labs
5.0","San Francisco, CA","San Francisco, CA",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1,80.5,Elevate Labs, CA,-1
Data Analyst (Finance),$57K-$104K (Glassdoor est.),4.9,"Deliverr Inc
4.9","San Francisco, CA","San Francisco, CA",51 to 200 employees,2017,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,-1,-1,80.5,Deliverr Inc, CA,5
Data Analyst,$57K-$104K (Glassdoor est.),4.6,"Angaza
4.6","San Francisco, CA","San Francisco, CA",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,80.5,Angaza, CA,12
User Acquisition Data Analyst,$57K-$104K (Glassdoor est.),3.8,"Mondo
3.8","San Francisco, CA","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,80.5,Mondo, CA,22
Data Analyst,$57K-$104K (Glassdoor est.),4.0,"Snowflake Computing
4.0","San Mateo, CA","San Mateo, CA",1001 to 5000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Amazon, Google, Microsoft",-1,80.5,Snowflake Computing, CA,10
"Data Analyst, Remote East Coast",$57K-$104K (Glassdoor est.),3.7,"CBRE
3.7","San Francisco, CA","Los Angeles, CA",10000+ employees,1906,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,-1,-1,80.5,CBRE, CA,116
Data Analyst,$57K-$104K (Glassdoor est.),4.5,"Duetto
4.5","San Francisco, CA","San Francisco, CA",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,True,80.5,Duetto, CA,10
Data Analyst Chemist - Quality System Contractor,$57K-$104K (Glassdoor est.),2.3,"Rodan and Fields, LLC
2.3","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2002,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,-1,-1,80.5,"Rodan and Fields, LLC", CA,20
DATA Analyst-Remote,$99K-$178K (Glassdoor est.),-1.0,SGA Inc.,"San Francisco, CA","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),-1,-1,138.5,SGA Inc., CA,26
Data Analyst,$99K-$178K (Glassdoor est.),4.1,"Veem
4.1","San Francisco, CA","San Francisco, CA",51 to 200 employees,2014,Company - Private,Financial Transaction Processing,Finance,$1 to $5 million (USD),-1,-1,138.5,Veem, CA,8
Operations Data Analyst,$99K-$178K (Glassdoor est.),4.0,"Coinbase
4.0","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,True,138.5,Coinbase, CA,10
Product Data Analyst,$99K-$178K (Glassdoor est.),3.6,"Trifacta
3.6","San Francisco, CA","San Francisco, CA",51 to 200 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Paxata, Datameer, Informatica",-1,138.5,Trifacta, CA,10
Data Scientist/Analyst - Wilbur Labs,$99K-$178K (Glassdoor est.),5.0,"Wilbur Labs
5.0","San Francisco, CA","San Francisco, CA",1 to 50 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,138.5,Wilbur Labs, CA,6
Data Analyst,$99K-$178K (Glassdoor est.),4.4,"Hinge Health
4.4","San Francisco, CA","San Francisco, CA",201 to 500 employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,-1,138.5,Hinge Health, CA,8
Marketing Data Analyst,$99K-$178K (Glassdoor est.),3.3,"User Testing
3.3","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"UserZoom, Validately",-1,138.5,User Testing, CA,15
Data Analyst,$99K-$178K (Glassdoor est.),-1.0,Pair-Tek,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,-1,-1,138.5,Pair-Tek, CA,-1
Data and Reporting Analyst,$99K-$178K (Glassdoor est.),3.8,"Shorenstein Realty Services L.P.
3.8","San Francisco, CA","San Francisco, CA",201 to 500 employees,1924,Company - Private,Real Estate,Real Estate,$50 to $100 million (USD),-1,-1,138.5,Shorenstein Realty Services L.P., CA,98
Business Data Analyst,$99K-$178K (Glassdoor est.),3.5,"PlushCare
3.5","San Francisco, CA","San Francisco, CA",1 to 50 employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),-1,-1,138.5,PlushCare, CA,-1
Research Data Analyst,$99K-$178K (Glassdoor est.),4.1,"UCSF Medical Center
4.1","San Francisco, CA","San Francisco, CA",10000+ employees,1907,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),"Stanford Health Care, Dignity Health, Sutter Health",-1,138.5,UCSF Medical Center, CA,115
Data Analyst,$99K-$178K (Glassdoor est.),4.6,"Motiv Power Systems
4.6","San Francisco, CA","Foster City, CA",51 to 200 employees,2009,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 million (USD),-1,-1,138.5,Motiv Power Systems, CA,13
Data Analyst,$99K-$178K (Glassdoor est.),4.2,"Upstart
4.2","San Mateo, CA","San Mateo, CA",201 to 500 employees,2012,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,True,138.5,Upstart, CA,10
Business Intelligence Data Modeler/Analyst,$99K-$178K (Glassdoor est.),4.3,"Credible
4.3","San Francisco, CA","San Francisco, CA",51 to 200 employees,2012,Company - Public,Lending,Finance,Unknown / Non-Applicable,-1,-1,138.5,Credible, CA,10
Data Studio Analyst,$99K-$178K (Glassdoor est.),5.0,"Priceonomics
5.0","San Francisco, CA","San Francisco, CA",1 to 50 employees,-1,Company - Private,Internet,Information Technology,Less than $1 million (USD),-1,-1,138.5,Priceonomics, CA,-1
Data Analyst,$99K-$178K (Glassdoor est.),-1.0,"Applicantz, Inc.","San Francisco, CA","Houston, TX",51 to 200 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,138.5,"Applicantz, Inc.", CA,-1
Product Data Analyst,$99K-$178K (Glassdoor est.),3.7,"BOLD
3.7","San Francisco, CA","Guaynabo, PR",201 to 500 employees,2004,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,True,138.5,BOLD, CA,18
Data Analyst,$99K-$178K (Glassdoor est.),-1.0,Parsoft LLC,"San Francisco, CA","Louisville, KY",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,138.5,Parsoft LLC, CA,-1
Clinical Data Analyst,$99K-$178K (Glassdoor est.),4.0,"Flatiron Health
4.0","San Francisco, CA","New York, NY",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,138.5,Flatiron Health, CA,10
Data Analyst,$99K-$178K (Glassdoor est.),3.9,"thredUP
3.9","Oakland, CA","Oakland, CA",1001 to 5000 employees,2009,Company - Private,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable,-1,-1,138.5,thredUP, CA,13
Data Analyst,$99K-$178K (Glassdoor est.),3.9,"Artech LLC
3.9","San Francisco, CA","Morristown, NJ",5001 to 10000 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),-1,-1,138.5,Artech LLC, CA,30
Data Analyst,$99K-$178K (Glassdoor est.),3.6,"ICONMA
3.6","San Francisco, CA","Troy, MI",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Experis,-1,138.5,ICONMA, CA,22
Data Systems Analyst,$99K-$178K (Glassdoor est.),4.1,"UCSF Medical Center
4.1","San Francisco, CA","San Francisco, CA",10000+ employees,1907,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),"Stanford Health Care, Dignity Health, Sutter Health",-1,138.5,UCSF Medical Center, CA,115
Data Analyst,$99K-$178K (Glassdoor est.),4.6,"The Voleon Group
4.6","Berkeley, CA","Berkeley, CA",51 to 200 employees,2007,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,-1,138.5,The Voleon Group, CA,15
Senior Data Analyst,$99K-$178K (Glassdoor est.),3.4,"Redfin
3.4","San Francisco, CA","Seattle, WA",1001 to 5000 employees,2004,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,"Zillow, Trulia, Coldwell Banker",-1,138.5,Redfin, CA,18
Data Analyst (College & Foundation Reporting),$99K-$178K (Glassdoor est.),-1.0,Albany Charter School Network,"Oakland, CA",-1,-1,-1,-1,-1,-1,-1,-1,-1,138.5,Albany Charter School Network, CA,-1
Senior Data Analyst,$99K-$178K (Glassdoor est.),4.0,"Twitter
4.0","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"Facebook, Google, Pinterest",-1,138.5,Twitter, CA,16
Research Data Analyst,$99K-$178K (Glassdoor est.),4.1,"UC San Francisco
4.1","San Francisco, CA","San Francisco, CA",10000+ employees,1864,College / University,-1,-1,$25 to $50 million (USD),-1,-1,138.5,UC San Francisco, CA,158
Data Analyst - Health,$93K-$159K (Glassdoor est.),3.4,"Impaq International, Llc
3.4","Oakland, CA","Columbia, MD",201 to 500 employees,2001,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,-1,126.0,"Impaq International, Llc", CA,21
Operations Data Analyst,$93K-$159K (Glassdoor est.),5.0,"Turn/River Capital
5.0","San Francisco, CA","San Francisco, CA",1 to 50 employees,-1,Company - Private,Venture Capital & Private Equity,Finance,Unknown / Non-Applicable,-1,-1,126.0,Turn/River Capital, CA,-1
Data Analyst,$93K-$159K (Glassdoor est.),3.9,"Diverse Lynx
3.9","San Francisco, CA","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,126.0,Diverse Lynx, CA,20
"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",$93K-$159K (Glassdoor est.),3.8,"EY
3.8","San Francisco, CA","London, United Kingdom",10000+ employees,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),"Deloitte, KPMG, PwC",-1,126.0,EY, CA,33
Data Analyst,$93K-$159K (Glassdoor est.),4.1,"RGP
4.1","San Francisco, CA","Irvine, CA",1001 to 5000 employees,1996,Company - Public,Consulting,Business Services,$500 million to $1 billion (USD),"Deloitte, Huron Consulting Group, Point B",-1,126.0,RGP, CA,26
Business Data Analyst - Senior/Director - Work from Remote,$93K-$159K (Glassdoor est.),2.5,"Vinsari LLC
2.5","San Francisco, CA","Irving, TX",51 to 200 employees,-1,Other Organization,-1,-1,Unknown / Non-Applicable,-1,-1,126.0,Vinsari LLC, CA,-1
Market Data Services Analyst,$93K-$159K (Glassdoor est.),3.2,"Evolver, Inc.
3.2","San Francisco, CA","Reston, VA",201 to 500 employees,2000,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1,126.0,"Evolver, Inc.", CA,22
"Financial Data Analyst, FP&A and Accounting",$93K-$159K (Glassdoor est.),3.7,"Lyft
3.7","San Francisco, CA","San Francisco, CA",5001 to 10000 employees,2012,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,True,126.0,Lyft, CA,10
Loan Data Analyst,$93K-$159K (Glassdoor est.),3.7,"First Republic Bank
3.7","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,1985,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),"Silicon Valley Bank, City National Bank (Texas)",-1,126.0,First Republic Bank, CA,37
Data and Policy Analyst IV,$93K-$159K (Glassdoor est.),3.2,"Acumen
3.2","Burlingame, CA","Burlingame, CA",201 to 500 employees,1996,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),Acumen,-1,126.0,Acumen, CA,26
DATA Analyst-Remote,$93K-$159K (Glassdoor est.),3.7,"Software Guidance & Assistance
3.7","San Francisco, CA","Tarrytown, NY",51 to 200 employees,1981,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1,126.0,Software Guidance & Assistance, CA,41
Business Data Analyst,$93K-$159K (Glassdoor est.),3.2,"Scale AI
3.2","San Francisco, CA","San Francisco, CA",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,126.0,Scale AI, CA,6
"Data Analyst, Growth",$93K-$159K (Glassdoor est.),4.1,"Omada Health
4.1","San Francisco, CA","San Francisco, CA",201 to 500 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,True,126.0,Omada Health, CA,11
Data Analyst,$93K-$159K (Glassdoor est.),3.2,"QuinStreet
3.2","San Mateo, CA","Foster City, CA",501 to 1000 employees,1999,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD),-1,-1,126.0,QuinStreet, CA,23
Data Analyst,$93K-$159K (Glassdoor est.),5.0,"Softova Inc
5.0","San Mateo, CA","Piscataway, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,126.0,Softova Inc, CA,-1
Data Analyst,$93K-$159K (Glassdoor est.),4.1,"LeadStack
4.1","Foster City, CA","San Francisco, CA",51 to 200 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,126.0,LeadStack, CA,6
"Senior Data Analyst, Member Services",$93K-$159K (Glassdoor est.),4.8,"Chime
4.8","San Francisco, CA","San Francisco, CA",201 to 500 employees,2013,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,True,126.0,Chime, CA,9
